"t","CO2","H2","formic_acid","formaldehyde","methanol","CO","acetic_acid","H2O"
4.40981886248277e-06,4100,3900,718,146,27,9,0,182
4.41463902062423e-06,4099,3899,719,146,27,9,0,182
4.42031918255784e-06,4098,3898,720,146,27,9,0,182
4.42891891032484e-06,4097,3897,721,146,27,9,0,182
4.43336201513054e-06,4096,3896,722,146,27,9,0,182
4.43791493507761e-06,4095,3895,723,146,27,9,0,182
4.44182239960519e-06,4095,3894,722,147,27,9,0,183
4.44827935434277e-06,4094,3893,723,147,27,9,0,183
4.44952545488719e-06,4093,3892,724,147,27,9,0,183
4.45178031399879e-06,4092,3891,725,147,27,9,0,183
4.45536741076466e-06,4092,3890,724,148,27,9,0,184
4.46800971921105e-06,4092,3889,723,149,27,9,0,185
4.46833836145369e-06,4092,3888,722,150,27,9,0,186
4.47719633103138e-06,4091,3887,723,150,27,9,0,186
4.48482134620419e-06,4090,3886,724,150,27,9,0,186
4.48714087906192e-06,4089,3885,725,150,27,9,0,186
4.48742956980621e-06,4088,3884,726,150,27,9,0,186
4.49104224120879e-06,4088,3883,725,151,27,9,0,187
4.49202416831814e-06,4087,3882,726,151,27,9,0,187
4.4923953967438e-06,4087,3881,725,152,27,9,0,188
4.49657413407353e-06,4086,3880,726,152,27,9,0,188
4.49718049032219e-06,4086,3879,725,153,27,9,0,189
4.5109328334979e-06,4085,3878,726,153,27,9,0,189
4.51196784856613e-06,4084,3877,727,153,27,9,0,189
4.51994645806452e-06,4083,3876,728,153,27,9,0,189
4.52798150686554e-06,4082,3875,729,153,27,9,0,189
4.52901472140578e-06,4081,3874,730,153,27,9,0,189
4.5332196151333e-06,4081,3873,729,154,27,9,0,190
4.55511023459085e-06,4080,3872,730,154,27,9,0,190
4.56510618168772e-06,4079,3871,731,154,27,9,0,190
4.57216946070908e-06,4079,3870,731,153,28,9,0,190
4.5731641052891e-06,4078,3869,732,153,28,9,0,190
4.5807782861955e-06,4077,3868,733,153,28,9,0,190
4.58312426376662e-06,4077,3867,732,154,28,9,0,191
4.58411337373917e-06,4077,3866,731,155,28,9,0,192
4.5871883383635e-06,4076,3865,732,155,28,9,0,192
4.58977770597218e-06,4075,3864,733,155,28,9,0,192
4.59147619639287e-06,4074,3863,734,155,28,9,0,192
4.59190085231076e-06,4074,3862,733,156,28,9,0,193
4.59507054462216e-06,4073,3861,734,156,28,9,0,193
4.59986257227896e-06,4073,3860,733,157,28,9,0,194
4.61178334177758e-06,4073,3859,732,158,28,9,0,195
4.61332248742079e-06,4072,3858,733,158,28,9,0,195
4.61660055822918e-06,4071,3857,734,158,28,9,0,195
4.6188721014905e-06,4070,3856,735,158,28,9,0,195
4.63113844344881e-06,4070,3855,735,157,29,9,0,195
4.63782197685519e-06,4070,3854,734,158,29,9,0,196
4.63799767316117e-06,4069,3853,735,158,29,9,0,196
4.63910002516573e-06,4068,3852,736,158,29,9,0,196
4.63918703108131e-06,4067,3851,737,158,29,9,0,196
4.63988406107282e-06,4067,3850,736,159,29,9,0,197
4.64068643665695e-06,4066,3849,737,159,29,9,0,197
4.64116699481065e-06,4065,3848,738,159,29,9,0,197
4.64595018275225e-06,4064,3847,739,159,29,9,0,197
4.64816653009633e-06,4064,3846,738,160,29,9,0,198
4.64842088496695e-06,4063,3845,739,160,29,9,0,198
4.6507441969428e-06,4062,3844,740,160,29,9,0,198
4.66279415912743e-06,4061,3843,741,160,29,9,0,198
4.66425752880068e-06,4060,3842,742,160,29,9,0,198
4.66536539793757e-06,4059,3841,743,160,29,9,0,198
4.67221410211809e-06,4059,3840,742,161,29,9,0,199
4.68482765298738e-06,4059,3839,741,162,29,9,0,200
4.68508752228981e-06,4059,3838,740,163,29,9,0,201
4.68589426966723e-06,4059,3837,739,164,29,9,0,202
4.69167535748643e-06,4059,3836,738,165,29,9,0,203
4.70250251755306e-06,4058,3835,739,165,29,9,0,203
4.7030181927675e-06,4057,3834,740,165,29,9,0,203
4.70411579976047e-06,4056,3833,741,165,29,9,0,203
4.7153325168968e-06,4056,3832,740,166,29,9,0,204
4.72018108017327e-06,4055,3831,741,166,29,9,0,204
4.72078850009223e-06,4054,3830,742,166,29,9,0,204
4.72374149564187e-06,4053,3829,743,166,29,9,0,204
4.72383741820948e-06,4053,3828,742,167,29,9,0,205
4.73621066905069e-06,4052,3827,743,167,29,9,0,205
4.74060935944666e-06,4051,3826,744,167,29,9,0,205
4.74523305307799e-06,4050,3825,745,167,29,9,0,205
4.75656897703039e-06,4049,3824,746,167,29,9,0,205
4.75724762721825e-06,4048,3823,747,167,29,9,0,205
4.76112937230301e-06,4047,3822,748,167,29,9,0,205
4.77758658598001e-06,4046,3821,749,167,29,9,0,205
4.77926258220435e-06,4045,3820,750,167,29,9,0,205
4.78297708569891e-06,4045,3819,749,168,29,9,0,206
4.78418850406374e-06,4044,3818,750,168,29,9,0,206
4.78786659516137e-06,4044,3817,749,169,29,9,0,207
4.78939935687668e-06,4043,3816,750,169,29,9,0,207
4.79462003820133e-06,4042,3815,751,169,29,9,0,207
4.80328251529854e-06,4041,3814,752,169,29,9,0,207
4.81203310232955e-06,4040,3813,753,169,29,9,0,207
4.8204845937279e-06,4039,3812,754,169,29,9,0,207
4.8206855605098e-06,4039,3811,753,170,29,9,0,208
4.82448830123202e-06,4039,3810,752,171,29,9,0,209
4.82485398400833e-06,4039,3809,751,172,29,9,0,210
4.82509610013857e-06,4038,3808,752,172,29,9,0,210
4.83405804893642e-06,4037,3807,753,172,29,9,0,210
4.85206274098962e-06,4036,3806,754,172,29,9,0,210
4.85275351289295e-06,4035,3805,755,172,29,9,0,210
4.85405152007483e-06,4034,3804,756,172,29,9,0,210
4.86074772110755e-06,4033,3803,757,172,29,9,0,210
4.86285137726004e-06,4033,3802,756,173,29,9,0,211
4.87116896357295e-06,4032,3801,757,173,29,9,0,211
4.87246427175961e-06,4031,3800,758,173,29,9,0,211
4.87324302651845e-06,4030,3799,759,173,29,9,0,211
4.88045520043406e-06,4029,3798,760,173,29,9,0,211
4.88803729471229e-06,4028,3797,761,173,29,9,0,211
4.8945069951624e-06,4027,3796,762,173,29,9,0,211
4.89473962566698e-06,4026,3795,763,173,29,9,0,211
4.89921865644125e-06,4025,3794,764,173,29,9,0,211
4.9016359198335e-06,4025,3793,763,174,29,9,0,212
4.90664901008991e-06,4024,3792,764,174,29,9,0,212
4.90700169664226e-06,4023,3791,765,174,29,9,0,212
4.91087698334416e-06,4023,3790,764,175,29,9,0,213
4.91702056390671e-06,4023,3789,764,174,30,9,0,213
4.91794410697283e-06,4023,3788,763,175,30,9,0,214
4.92128982490843e-06,4022,3787,764,175,30,9,0,214
4.92608289578036e-06,4022,3786,763,176,30,9,0,215
4.93334308127504e-06,4022,3785,762,177,30,9,0,216
4.93438699113174e-06,4022,3786,763,176,30,9,0,215
4.93549100112353e-06,4022,3785,763,175,31,9,0,215
4.9358668584346e-06,4021,3784,764,175,31,9,0,215
4.9520724285821e-06,4020,3783,765,175,31,9,0,215
4.9556232457911e-06,4019,3782,766,175,31,9,0,215
4.95717871246801e-06,4018,3781,767,175,31,9,0,215
4.96933987722451e-06,4017,3780,768,175,31,9,0,215
4.97105961978033e-06,4017,3779,767,176,31,9,0,216
4.97344245630062e-06,4016,3778,768,176,31,9,0,216
4.97838009002032e-06,4015,3777,769,176,31,9,0,216
4.9830185841608e-06,4015,3776,768,177,31,9,0,217
4.98384336354342e-06,4015,3775,767,178,31,9,0,218
4.98930530428246e-06,4014,3774,768,178,31,9,0,218
5.00912165582702e-06,4013,3773,769,178,31,9,0,218
5.00998095365068e-06,4012,3772,770,178,31,9,0,218
5.01194771103835e-06,4011,3771,771,178,31,9,0,218
5.01937557982927e-06,4010,3770,772,178,31,9,0,218
5.02016412468389e-06,4009,3769,773,178,31,9,0,218
5.02368517862247e-06,4009,3768,772,179,31,9,0,219
5.02636635593921e-06,4009,3767,771,180,31,9,0,220
5.03111196024956e-06,4009,3766,770,181,31,9,0,221
5.04155260600305e-06,4009,3765,769,182,31,9,0,222
5.04647449951754e-06,4009,3764,769,181,32,9,0,222
5.05193891112607e-06,4008,3763,770,181,32,9,0,222
5.05996926021493e-06,4007,3762,771,181,32,9,0,222
5.0656320906329e-06,4006,3761,772,181,32,9,0,222
5.06886784139955e-06,4005,3760,773,181,32,9,0,222
5.07880515114177e-06,4004,3759,774,181,32,9,0,222
5.08183936399428e-06,4003,3758,775,181,32,9,0,222
5.08375442519778e-06,4003,3757,774,182,32,9,0,223
5.08913142019338e-06,4002,3756,775,182,32,9,0,223
5.09357133952692e-06,4001,3755,776,182,32,9,0,223
5.10186541098681e-06,4000,3754,776,182,32,10,0,224
5.10410297063397e-06,4000,3753,775,183,32,10,0,225
5.1097935946896e-06,3999,3752,776,183,32,10,0,225
5.11328672134693e-06,3998,3751,777,183,32,10,0,225
5.11700487748368e-06,3998,3752,778,182,32,10,0,224
5.11881394474016e-06,3997,3751,779,182,32,10,0,224
5.12049541462148e-06,3996,3750,780,182,32,10,0,224
5.12208637251468e-06,3995,3749,781,182,32,10,0,224
5.12294050391286e-06,3995,3748,780,183,32,10,0,225
5.12441154084588e-06,3994,3747,781,183,32,10,0,225
5.12590423118909e-06,3994,3746,780,184,32,10,0,226
5.13788263930671e-06,3993,3745,781,184,32,10,0,226
5.13886861702351e-06,3992,3744,782,184,32,10,0,226
5.14418115931586e-06,3991,3743,783,184,32,10,0,226
5.14668622029456e-06,3990,3742,784,184,32,10,0,226
5.14874838511379e-06,3989,3741,785,184,32,10,0,226
5.15020082845062e-06,3989,3740,784,185,32,10,0,227
5.15112188086641e-06,3989,3739,783,186,32,10,0,228
5.15355022248501e-06,3989,3738,782,187,32,10,0,229
5.15466449488041e-06,3988,3737,783,187,32,10,0,229
5.15626733131737e-06,3987,3736,784,187,32,10,0,229
5.16361798078242e-06,3986,3735,785,187,32,10,0,229
5.16384383741143e-06,3986,3734,785,186,33,10,0,229
5.16491388508008e-06,3985,3733,786,186,33,10,0,229
5.16818409916274e-06,3985,3732,785,187,33,10,0,230
5.17922892546409e-06,3984,3731,786,187,33,10,0,230
5.18523903491213e-06,3983,3730,787,187,33,10,0,230
5.1924974388735e-06,3982,3729,788,187,33,10,0,230
5.19546331383613e-06,3981,3728,789,187,33,10,0,230
5.19847395285182e-06,3980,3727,790,187,33,10,0,230
5.2014010397623e-06,3980,3726,789,188,33,10,0,231
5.20190890472547e-06,3979,3725,790,188,33,10,0,231
5.20508409103631e-06,3978,3724,791,188,33,10,0,231
5.21855938865714e-06,3978,3723,790,189,33,10,0,232
5.21888736412704e-06,3977,3722,791,189,33,10,0,232
5.21969388381111e-06,3976,3721,792,189,33,10,0,232
5.22018520209688e-06,3975,3720,793,189,33,10,0,232
5.23182048944605e-06,3975,3719,792,190,33,10,0,233
5.23625687759532e-06,3974,3718,793,190,33,10,0,233
5.23772179843695e-06,3973,3717,794,190,33,10,0,233
5.2458325326467e-06,3972,3716,795,190,33,10,0,233
5.24842284918227e-06,3971,3715,796,190,33,10,0,233
5.24937588833115e-06,3970,3714,797,190,33,10,0,233
5.25053218687373e-06,3970,3713,796,191,33,10,0,234
5.25216541527243e-06,3969,3712,797,191,33,10,0,234
5.27092006904748e-06,3968,3711,798,191,33,10,0,234
5.27253126071915e-06,3967,3710,799,191,33,10,0,234
5.27277859272808e-06,3966,3709,800,191,33,10,0,234
5.27637668609436e-06,3965,3708,801,191,33,10,0,234
5.28643022218483e-06,3964,3707,802,191,33,10,0,234
5.29270548036268e-06,3963,3706,803,191,33,10,0,234
5.30536627815985e-06,3963,3705,802,192,33,10,0,235
5.3106014074279e-06,3963,3704,801,193,33,10,0,236
5.31812986302915e-06,3962,3703,802,193,33,10,0,236
5.32082042697121e-06,3961,3702,803,193,33,10,0,236
5.32804921535215e-06,3960,3701,804,193,33,10,0,236
5.33441277249236e-06,3960,3700,804,192,34,10,0,236
5.33584187978252e-06,3959,3699,805,192,34,10,0,236
5.33845673045853e-06,3958,3698,806,192,34,10,0,236
5.34714189649293e-06,3957,3697,807,192,34,10,0,236
5.35285972845634e-06,3956,3696,808,192,34,10,0,236
5.36186471380756e-06,3955,3695,809,192,34,10,0,236
5.36338918838864e-06,3954,3694,810,192,34,10,0,236
5.36369428101359e-06,3953,3693,810,192,34,11,0,237
5.36562035327353e-06,3952,3692,811,192,34,11,0,237
5.36814274718917e-06,3952,3691,810,193,34,11,0,238
5.37756095779364e-06,3952,3690,810,192,35,11,0,238
5.38678202022001e-06,3951,3689,811,192,35,11,0,238
5.38837104842261e-06,3950,3688,812,192,35,11,0,238
5.39913524498687e-06,3950,3687,811,193,35,11,0,239
5.40151180641134e-06,3950,3686,810,194,35,11,0,240
5.4044770013629e-06,3949,3685,811,194,35,11,0,240
5.41142406962257e-06,3948,3684,812,194,35,11,0,240
5.41196197156197e-06,3947,3683,813,194,35,11,0,240
5.42298059444533e-06,3946,3682,814,194,35,11,0,240
5.42632416143413e-06,3946,3681,814,193,36,11,0,240
5.43100540220786e-06,3945,3680,815,193,36,11,0,240
5.43854308230992e-06,3945,3679,814,194,36,11,0,241
5.43898603608102e-06,3944,3678,815,194,36,11,0,241
5.44187813485792e-06,3944,3677,814,195,36,11,0,242
5.4494535786458e-06,3944,3676,813,196,36,11,0,243
5.45070482215222e-06,3943,3675,814,196,36,11,0,243
5.45360574126445e-06,3943,3674,813,197,36,11,0,244
5.46774219133245e-06,3942,3673,814,197,36,11,0,244
5.46879101573919e-06,3941,3672,815,197,36,11,0,244
5.47050900531717e-06,3940,3671,816,197,36,11,0,244
5.47070755136401e-06,3939,3670,817,197,36,11,0,244
5.47146691891781e-06,3938,3669,818,197,36,11,0,244
5.47225066862534e-06,3937,3668,819,197,36,11,0,244
5.47486748498313e-06,3936,3667,820,197,36,11,0,244
5.48306504922166e-06,3935,3666,821,197,36,11,0,244
5.48521558504715e-06,3935,3665,820,198,36,11,0,245
5.49348814699539e-06,3934,3664,821,198,36,11,0,245
5.49657302623071e-06,3933,3663,822,198,36,11,0,245
5.50119440917549e-06,3932,3662,823,198,36,11,0,245
5.50297248127691e-06,3931,3661,824,198,36,11,0,245
5.51356773920632e-06,3930,3660,825,198,36,11,0,245
5.52663558939516e-06,3929,3659,826,198,36,11,0,245
5.52776037184551e-06,3928,3658,827,198,36,11,0,245
5.53141755429754e-06,3928,3657,827,197,37,11,0,245
5.53827348405582e-06,3927,3656,828,197,37,11,0,245
5.54229398268527e-06,3926,3655,829,197,37,11,0,245
5.54326815859908e-06,3925,3654,830,197,37,11,0,245
5.5633468724068e-06,3925,3653,829,198,37,11,0,246
5.5659451490669e-06,3924,3652,830,198,37,11,0,246
5.56897087269902e-06,3923,3651,831,198,37,11,0,246
5.57242879987325e-06,3922,3650,832,198,37,11,0,246
5.5803765935527e-06,3922,3651,833,197,37,11,0,245
5.58827047424127e-06,3921,3650,834,197,37,11,0,245
5.60280508915219e-06,3920,3649,835,197,37,11,0,245
5.60802354317365e-06,3919,3648,836,197,37,11,0,245
5.61194685502136e-06,3918,3647,837,197,37,11,0,245
5.6153787637592e-06,3917,3646,838,197,37,11,0,245
5.61954721548444e-06,3916,3645,839,197,37,11,0,245
5.62628660121898e-06,3915,3644,840,197,37,11,0,245
5.63981558635195e-06,3915,3643,839,198,37,11,0,246
5.64209197935822e-06,3914,3642,840,198,37,11,0,246
5.64553169387868e-06,3913,3641,841,198,37,11,0,246
5.65617804381835e-06,3912,3640,842,198,37,11,0,246
5.6562252305322e-06,3912,3639,841,199,37,11,0,247
5.66769898394881e-06,3912,3638,840,200,37,11,0,248
5.66870522829439e-06,3912,3637,839,201,37,11,0,249
5.67225005147391e-06,3912,3636,839,200,38,11,0,249
5.67987356615876e-06,3912,3635,838,201,38,11,0,250
5.68837064117418e-06,3912,3634,837,202,38,11,0,251
5.68890255469791e-06,3911,3633,838,202,38,11,0,251
5.69054498014368e-06,3911,3632,837,203,38,11,0,252
5.69336925444714e-06,3911,3631,836,204,38,11,0,253
5.6949438834488e-06,3911,3630,836,203,39,11,0,253
5.70193626530007e-06,3910,3629,837,203,39,11,0,253
5.7038183861403e-06,3910,3628,836,204,39,11,0,254
5.70869090301771e-06,3909,3627,837,204,39,11,0,254
5.71343260012848e-06,3908,3626,838,204,39,11,0,254
5.71401175821694e-06,3907,3625,839,204,39,11,0,254
5.72780486189608e-06,3906,3624,840,204,39,11,0,254
5.72966944456513e-06,3906,3623,839,205,39,11,0,255
5.73046988896865e-06,3906,3622,838,206,39,11,0,256
5.74105153261145e-06,3905,3621,839,206,39,11,0,256
5.74331750279022e-06,3904,3620,840,206,39,11,0,256
5.74332673917314e-06,3904,3619,840,205,40,11,0,256
5.75661896783106e-06,3903,3618,841,205,40,11,0,256
5.75819086019026e-06,3903,3617,840,206,40,11,0,257
5.76105086330838e-06,3902,3616,841,206,40,11,0,257
5.76193582554766e-06,3901,3615,842,206,40,11,0,257
5.76615558427077e-06,3900,3614,843,206,40,11,0,257
5.77268272031172e-06,3899,3613,844,206,40,11,0,257
5.77374760022565e-06,3898,3612,845,206,40,11,0,257
5.7766422747947e-06,3898,3611,844,207,40,11,0,258
5.77682400324687e-06,3897,3610,845,207,40,11,0,258
5.78034159660282e-06,3896,3609,846,207,40,11,0,258
5.7829707802272e-06,3896,3608,845,208,40,11,0,259
5.78310533712008e-06,3895,3607,846,208,40,11,0,259
5.78574791080035e-06,3894,3606,847,208,40,11,0,259
5.78718831283203e-06,3893,3605,848,208,40,11,0,259
5.78773675604592e-06,3893,3604,847,209,40,11,0,260
5.79190269302967e-06,3892,3603,848,209,40,11,0,260
5.79285414215239e-06,3892,3604,849,208,40,11,0,259
5.79453828053264e-06,3891,3603,850,208,40,11,0,259
5.80464311327237e-06,3891,3602,849,209,40,11,0,260
5.80491411109877e-06,3890,3601,850,209,40,11,0,260
5.80522670998911e-06,3890,3600,850,208,41,11,0,260
5.80961652815051e-06,3890,3599,849,209,41,11,0,261
5.81600282055811e-06,3889,3598,850,209,41,11,0,261
5.82157965453631e-06,3888,3597,851,209,41,11,0,261
5.82215526983256e-06,3888,3596,850,210,41,11,0,262
5.83639942946679e-06,3887,3595,851,210,41,11,0,262
5.84336097923793e-06,3886,3594,852,210,41,11,0,262
5.85001900370278e-06,3885,3593,853,210,41,11,0,262
5.85492101807467e-06,3884,3592,854,210,41,11,0,262
5.85639355040788e-06,3883,3591,855,210,41,11,0,262
5.85813486288194e-06,3882,3590,856,210,41,11,0,262
5.86363127320857e-06,3881,3589,857,210,41,11,0,262
5.86423179630675e-06,3880,3588,858,210,41,11,0,262
5.86482764144934e-06,3879,3587,859,210,41,11,0,262
5.86560982695972e-06,3878,3586,860,210,41,11,0,262
5.86621609921984e-06,3878,3585,859,211,41,11,0,263
5.87169225363109e-06,3877,3584,860,211,41,11,0,263
5.88035806329778e-06,3876,3583,861,211,41,11,0,263
5.88395499788335e-06,3875,3582,862,211,41,11,0,263
5.88784115237909e-06,3874,3581,863,211,41,11,0,263
5.89128304419194e-06,3873,3580,864,211,41,11,0,263
5.89603336759476e-06,3872,3579,865,211,41,11,0,263
5.89681478724585e-06,3872,3578,864,212,41,11,0,264
5.89851986983102e-06,3872,3577,863,213,41,11,0,265
5.91110825668496e-06,3871,3576,864,213,41,11,0,265
5.91522598801906e-06,3871,3575,864,212,42,11,0,265
5.91890216720737e-06,3870,3574,865,212,42,11,0,265
5.92807462666724e-06,3870,3573,864,213,42,11,0,266
5.94435404042994e-06,3869,3572,865,213,42,11,0,266
5.94457750092964e-06,3868,3571,866,213,42,11,0,266
5.94811227305001e-06,3867,3570,867,213,42,11,0,266
5.95100881723914e-06,3867,3571,868,212,42,11,0,265
5.95126651044678e-06,3866,3570,869,212,42,11,0,265
5.95977396976659e-06,3865,3569,870,212,42,11,0,265
5.96017773456004e-06,3864,3568,871,212,42,11,0,265
5.9624791035028e-06,3863,3567,872,212,42,11,0,265
5.96725885430364e-06,3862,3566,873,212,42,11,0,265
5.96831064007227e-06,3861,3565,874,212,42,11,0,265
5.97133368683164e-06,3861,3564,873,213,42,11,0,266
5.97629209607754e-06,3860,3563,874,213,42,11,0,266
5.98278520831903e-06,3860,3562,873,214,42,11,0,267
5.98594399951178e-06,3859,3561,874,214,42,11,0,267
5.99483588352916e-06,3858,3560,875,214,42,11,0,267
6.00145667342844e-06,3858,3559,874,215,42,11,0,268
6.00434793042063e-06,3857,3558,875,215,42,11,0,268
6.01335738776221e-06,3856,3557,876,215,42,11,0,268
6.01592423668882e-06,3855,3556,877,215,42,11,0,268
6.0182161677146e-06,3854,3555,878,215,42,11,0,268
6.03563426083359e-06,3854,3554,877,216,42,11,0,269
6.03777812941206e-06,3853,3553,878,216,42,11,0,269
6.04174738523123e-06,3853,3552,877,217,42,11,0,270
6.04284130987866e-06,3852,3551,878,217,42,11,0,270
6.04290232433309e-06,3852,3550,877,218,42,11,0,271
6.04312828776206e-06,3852,3549,876,219,42,11,0,272
6.05660131258409e-06,3851,3548,877,219,42,11,0,272
6.05745601915641e-06,3850,3547,878,219,42,11,0,272
6.05828021327699e-06,3849,3546,879,219,42,11,0,272
6.0658595386976e-06,3849,3545,879,218,43,11,0,272
6.06613791688388e-06,3848,3544,880,218,43,11,0,272
6.07476916063992e-06,3847,3543,881,218,43,11,0,272
6.07930611151319e-06,3847,3542,880,219,43,11,0,273
6.09506235934131e-06,3847,3541,879,220,43,11,0,274
6.09543987529083e-06,3846,3540,880,220,43,11,0,274
6.09982023370041e-06,3845,3539,881,220,43,11,0,274
6.1037113286583e-06,3844,3538,882,220,43,11,0,274
6.11017276724825e-06,3844,3537,882,219,44,11,0,274
6.11132501449246e-06,3843,3536,883,219,44,11,0,274
6.11191631547953e-06,3842,3535,884,219,44,11,0,274
6.11243589495911e-06,3841,3534,885,219,44,11,0,274
6.11610711261224e-06,3840,3533,886,219,44,11,0,274
6.11653786402664e-06,3839,3532,887,219,44,11,0,274
6.11708282432734e-06,3838,3531,888,219,44,11,0,274
6.11895782196802e-06,3838,3530,888,218,45,11,0,274
6.1205130703947e-06,3838,3529,887,219,45,11,0,275
6.12109100210011e-06,3837,3528,888,219,45,11,0,275
6.13346694865229e-06,3837,3527,887,220,45,11,0,276
6.13464992373228e-06,3836,3526,888,220,45,11,0,276
6.13573123279361e-06,3835,3525,889,220,45,11,0,276
6.13999605226044e-06,3834,3524,890,220,45,11,0,276
6.14025047850588e-06,3833,3523,891,220,45,11,0,276
6.14396944276792e-06,3833,3522,891,219,46,11,0,276
6.15022629620355e-06,3832,3521,892,219,46,11,0,276
6.15150669150144e-06,3832,3520,892,218,47,11,0,276
6.15634645684936e-06,3831,3519,893,218,47,11,0,276
6.15703179086373e-06,3830,3518,894,218,47,11,0,276
6.16076693286981e-06,3829,3517,895,218,47,11,0,276
6.16665193173755e-06,3829,3516,894,219,47,11,0,277
6.16741728874337e-06,3828,3515,895,219,47,11,0,277
6.16801020139276e-06,3827,3514,896,219,47,11,0,277
6.16996119070956e-06,3826,3513,897,219,47,11,0,277
6.17055539712374e-06,3825,3512,898,219,47,11,0,277
6.17399697428779e-06,3824,3511,899,219,47,11,0,277
6.18409689401138e-06,3823,3510,900,219,47,11,0,277
6.19120640001903e-06,3822,3509,901,219,47,11,0,277
6.1913371089054e-06,3821,3508,902,219,47,11,0,277
6.19498742342146e-06,3821,3507,902,218,48,11,0,277
6.19662623321764e-06,3821,3506,902,217,49,11,0,277
6.20864438579106e-06,3821,3505,901,218,49,11,0,278
6.20991963272123e-06,3820,3504,902,218,49,11,0,278
6.21522903920078e-06,3819,3503,903,218,49,11,0,278
6.21592905839169e-06,3818,3502,904,218,49,11,0,278
6.21617660069842e-06,3817,3501,905,218,49,11,0,278
6.21878152446842e-06,3817,3500,904,219,49,11,0,279
6.22204568399169e-06,3816,3499,905,219,49,11,0,279
6.24014865251479e-06,3815,3498,906,219,49,11,0,279
6.25640371046082e-06,3814,3497,907,219,49,11,0,279
6.25653097202658e-06,3814,3496,906,220,49,11,0,280
6.25918277772376e-06,3814,3495,905,221,49,11,0,281
6.26090777267807e-06,3813,3494,906,221,49,11,0,281
6.27147813616902e-06,3812,3493,907,221,49,11,0,281
6.27845246450906e-06,3812,3492,907,220,50,11,0,281
6.2790445762824e-06,3812,3491,906,221,50,11,0,282
6.28184698943351e-06,3811,3490,907,221,50,11,0,282
6.30137363121587e-06,3811,3489,906,222,50,11,0,283
6.30552747629858e-06,3810,3488,907,222,50,11,0,283
6.30750271646109e-06,3810,3487,906,223,50,11,0,284
6.30832613852547e-06,3810,3486,905,224,50,11,0,285
6.31100748154772e-06,3810,3485,905,223,51,11,0,285
6.31624764210048e-06,3809,3484,906,223,51,11,0,285
6.31900189968787e-06,3809,3483,905,224,51,11,0,286
6.31952511894826e-06,3809,3482,904,225,51,11,0,287
6.32698826352218e-06,3808,3481,905,225,51,11,0,287
6.33700464631256e-06,3807,3480,906,225,51,11,0,287
6.33968764308291e-06,3807,3479,905,226,51,11,0,288
6.34016274900686e-06,3806,3478,906,226,51,11,0,288
6.34477141692327e-06,3805,3477,907,226,51,11,0,288
6.3563267650051e-06,3805,3476,906,227,51,11,0,289
6.36148760356712e-06,3804,3475,907,227,51,11,0,289
6.36560161583529e-06,3804,3474,906,228,51,11,0,290
6.36751461855259e-06,3804,3473,905,229,51,11,0,291
6.3676744985652e-06,3803,3472,906,229,51,11,0,291
6.37290770945722e-06,3802,3471,907,229,51,11,0,291
6.37326937518664e-06,3801,3470,908,229,51,11,0,291
6.37763520771896e-06,3800,3469,909,229,51,11,0,291
6.39204471166561e-06,3800,3468,908,230,51,11,0,292
6.39608205605207e-06,3799,3467,909,230,51,11,0,292
6.40973439829799e-06,3798,3466,910,230,51,11,0,292
6.41275103521648e-06,3798,3465,909,231,51,11,0,293
6.41543612910755e-06,3797,3464,910,231,51,11,0,293
6.42383549452069e-06,3796,3463,911,231,51,11,0,293
6.42469637197442e-06,3795,3462,912,231,51,11,0,293
6.42808637500712e-06,3795,3461,911,232,51,11,0,294
6.42968268401059e-06,3794,3460,912,232,51,11,0,294
6.4351789972294e-06,3793,3459,913,232,51,11,0,294
6.43770219838215e-06,3792,3458,914,232,51,11,0,294
6.44017349824222e-06,3791,3457,915,232,51,11,0,294
6.44322336271903e-06,3790,3456,916,232,51,11,0,294
6.44386891140442e-06,3789,3455,917,232,51,11,0,294
6.44724335578627e-06,3788,3454,918,232,51,11,0,294
6.45171358617769e-06,3787,3453,919,232,51,11,0,294
6.45317477051385e-06,3787,3452,919,231,52,11,0,294
6.45528288743225e-06,3786,3451,920,231,52,11,0,294
6.46949122748873e-06,3785,3450,921,231,52,11,0,294
6.47181857358212e-06,3785,3449,920,232,52,11,0,295
6.48513007324034e-06,3784,3448,921,232,52,11,0,295
6.48991629350972e-06,3783,3447,922,232,52,11,0,295
6.49029847396057e-06,3783,3446,922,231,53,11,0,295
6.49277314398996e-06,3782,3445,923,231,53,11,0,295
6.49954221946084e-06,3782,3444,922,232,53,11,0,296
6.50333495691716e-06,3781,3443,923,232,53,11,0,296
6.50588482032347e-06,3781,3442,922,233,53,11,0,297
6.51395776826763e-06,3780,3441,923,233,53,11,0,297
6.51491929062941e-06,3779,3440,924,233,53,11,0,297
6.52013278420122e-06,3778,3439,925,233,53,11,0,297
6.53224084479576e-06,3778,3438,924,234,53,11,0,298
6.54139906338333e-06,3777,3437,925,234,53,11,0,298
6.54337594900333e-06,3776,3436,926,234,53,11,0,298
6.54533983806697e-06,3776,3435,925,235,53,11,0,299
6.55208386981306e-06,3775,3434,926,235,53,11,0,299
6.55344610405882e-06,3774,3433,927,235,53,11,0,299
6.55450387624699e-06,3774,3432,926,236,53,11,0,300
6.55483516053215e-06,3773,3431,927,236,53,11,0,300
6.57277166464444e-06,3772,3430,928,236,53,11,0,300
